run_id,date_iso,mechanic_name,work_order,location,units,group,model,preload_ftlb,retainer_measured_value,retainer_measured_unit,calc_status,chosen_fit,chosen_shim_value,chosen_shim_unit,chosen_shim_torque_ftlb,set1_slope,set1_intercept,set1_r2,set1_avg_err_ftlb,set1_max_err_ftlb,set1_shim_value,set1_shim_unit,set1_shim_torque_ftlb,set1_status,set1_reject_reason,set2_slope,set2_intercept,set2_r2,set2_avg_err_ftlb,set2_max_err_ftlb,set2_shim_value,set2_shim_unit,set2_shim_torque_ftlb,set2_status,set2_reject_reason,combined_slope,combined_intercept,combined_r2,combined_avg_err_ftlb,combined_max_err_ftlb,combined_shim_value,combined_shim_unit,combined_shim_torque_ftlb,combined_status,combined_reject_reason
L53809_2026-05-14_d9b8,2026-05-14,Steven,L53809,Canada,Imperial,Front,830E,0.0059,1.366,in,Fail,,,,in,-7031.249999999725,771.1718749999724,0.9492187500000061,5.343749999999295,9.765625000000796,0.10377777777777814,in,41.48437499999841,Fail,R² < 0.95; Avg error > 5 ft-lb,-6829.268292681903,752.6829268291672,0.9560975609756119,5.46341463414542,9.268292682930792,0.10431428571428743,in,40.292682926823204,Fail,Avg error > 5 ft-lb,-6933.501418216325,762.256539552486,0.9533564450047312,5.408131106208475,9.492593759847637,0.10403818181818154,in,40.9076583674763,Fail,Avg error > 5 ft-lb
