run_id,date_iso,mechanic_name,work_order,location,units,group,model,preload_ftlb,retainer_measured_value,retainer_measured_unit,calc_status,chosen_fit,chosen_shim_value,chosen_shim_unit,chosen_shim_torque_ftlb,set1_slope,set1_intercept,set1_r2,set1_avg_err_ftlb,set1_max_err_ftlb,set1_shim_value,set1_shim_unit,set1_shim_torque_ftlb,set1_status,set1_reject_reason,set2_slope,set2_intercept,set2_r2,set2_avg_err_ftlb,set2_max_err_ftlb,set2_shim_value,set2_shim_unit,set2_shim_torque_ftlb,set2_status,set2_reject_reason,combined_slope,combined_intercept,combined_r2,combined_avg_err_ftlb,combined_max_err_ftlb,combined_shim_value,combined_shim_unit,combined_shim_torque_ftlb,combined_status,combined_reject_reason
MA43177_2026-08-10_5b86,2026-08-10,Kaelan,MA43177,Mackay,Metric,Front,930E,0.27,30,mm,Fail,,,,mm,-17.173809381892116,-314.00153483936896,0.7917126125052152,11.256154258806749,18.223609703760815,-18.553744034707226,mm,4.636928533110904,Fail,R² < 0.95; Avg error > 5 ft-lb; Max error > 10 ft-lb,,,,,,,mm,,Fail,Not entered,,,,,,,mm,,Fail,Not entered
