run_id,date_iso,mechanic_name,work_order,location,units,group,model,preload_ftlb,retainer_measured_value,retainer_measured_unit,calc_status,chosen_fit,chosen_shim_value,chosen_shim_unit,chosen_shim_torque_ftlb,set1_slope,set1_intercept,set1_r2,set1_avg_err_ftlb,set1_max_err_ftlb,set1_shim_value,set1_shim_unit,set1_shim_torque_ftlb,set1_status,set1_reject_reason,set2_slope,set2_intercept,set2_r2,set2_avg_err_ftlb,set2_max_err_ftlb,set2_shim_value,set2_shim_unit,set2_shim_torque_ftlb,set2_status,set2_reject_reason,combined_slope,combined_intercept,combined_r2,combined_avg_err_ftlb,combined_max_err_ftlb,combined_shim_value,combined_shim_unit,combined_shim_torque_ftlb,combined_status,combined_reject_reason
L53565_2025-11-14_3dba,2025-11-14,Steven,L53565,Canada,Imperial,Front,830E,0.0059,1.371,in,Fail,,,,in,-5960.264900662978,918.0132450332143,0.93874172185431,6.0927152317874285,11.655629139071948,0.14812222222222052,in,35.16556291391157,Fail,R² < 0.95; Avg error > 5 ft-lb; Max error > 10 ft-lb,-6815.365551423483,1038.2403965301419,0.937112763320937,6.270136307309781,10.458488228007923,0.14643818181818452,in,40.21065675339844,Fail,R² < 0.95; Avg error > 5 ft-lb; Max error > 10 ft-lb,-6364.6170442295315,974.865156418672,0.9387810140237338,5.963322545846313,11.089536138079097,0.14726949152542207,in,37.55124056095417,Fail,R² < 0.95; Avg error > 5 ft-lb; Max error > 10 ft-lb
