run_id,date_iso,mechanic_name,work_order,location,units,group,model,preload_ftlb,retainer_measured_value,retainer_measured_unit,calc_status,chosen_fit,chosen_shim_value,chosen_shim_unit,chosen_shim_torque_ftlb,set1_slope,set1_intercept,set1_r2,set1_avg_err_ftlb,set1_max_err_ftlb,set1_shim_value,set1_shim_unit,set1_shim_torque_ftlb,set1_status,set1_reject_reason,set2_slope,set2_intercept,set2_r2,set2_avg_err_ftlb,set2_max_err_ftlb,set2_shim_value,set2_shim_unit,set2_shim_torque_ftlb,set2_status,set2_reject_reason,combined_slope,combined_intercept,combined_r2,combined_avg_err_ftlb,combined_max_err_ftlb,combined_shim_value,combined_shim_unit,combined_shim_torque_ftlb,combined_status,combined_reject_reason
L53671_2026-05-08_97d1,2026-05-08,Steven,L53671,Canada,Metric,Front,830E,0.14986,34.798,mm,Fail,,,mm,,-227.876680152269,784.4078361530912,0.9405609973285851,5.349955476403693,12.733748886908757,3.29238707692311,mm,34.149599287619026,Fail,R² < 0.95; Avg error > 5 ft-lb; Max error > 10 ft-lb,-237.805844739204,815.1006711409308,0.9513422818791897,5.8255033557049725,8.993288590604493,3.27772888888889,mm,35.63758389261693,Fail,Avg error > 5 ft-lb,-234.008362142563,803.361968887847,0.9510099837473864,5.26584629672634,10.104481077316109,3.283188125,mm,35.06849315068439,Fail,Avg error > 5 ft-lb; Max error > 10 ft-lb
