run_id,date_iso,mechanic_name,work_order,location,units,group,model,preload_ftlb,retainer_measured_value,retainer_measured_unit,calc_status,chosen_fit,chosen_shim_value,chosen_shim_unit,chosen_shim_torque_ftlb,set1_slope,set1_intercept,set1_r2,set1_avg_err_ftlb,set1_max_err_ftlb,set1_shim_value,set1_shim_unit,set1_shim_torque_ftlb,set1_status,set1_reject_reason,set2_slope,set2_intercept,set2_r2,set2_avg_err_ftlb,set2_max_err_ftlb,set2_shim_value,set2_shim_unit,set2_shim_torque_ftlb,set2_status,set2_reject_reason,combined_slope,combined_intercept,combined_r2,combined_avg_err_ftlb,combined_max_err_ftlb,combined_shim_value,combined_shim_unit,combined_shim_torque_ftlb,combined_status,combined_reject_reason
L53416_2025-07-21_1a6f,2025-07-21,Zach,L53416,Canada,Metric,Front,830E,0.14986,34.9504,mm,Pass,Set2,4.04241000000004,mm,47.43718592964069,-310.816411106444,1309.2105263155433,0.9473684210526329,6.105263157895115,9.473684210524652,4.06230666666672,mm,46.57894736841172,Fail,R² < 0.95; Avg error > 5 ft-lb,-316.543346654483,1327.0351758792044,0.9648241206030194,4.180904522612082,8.844221105525776,4.04241000000004,mm,47.43718592964069,Pass,,-314.567420645425,1321.6479400747985,0.9588014981273444,4.963795255930108,9.188514357053009,4.05161750000003,mm,47.14107365792347,Pass,
