run_id,date_iso,mechanic_name,work_order,location,units,group,model,preload_ftlb,retainer_measured_value,retainer_measured_unit,calc_status,chosen_fit,chosen_shim_value,chosen_shim_unit,chosen_shim_torque_ftlb,set1_slope,set1_intercept,set1_r2,set1_avg_err_ftlb,set1_max_err_ftlb,set1_shim_value,set1_shim_unit,set1_shim_torque_ftlb,set1_status,set1_reject_reason,set2_slope,set2_intercept,set2_r2,set2_avg_err_ftlb,set2_max_err_ftlb,set2_shim_value,set2_shim_unit,set2_shim_torque_ftlb,set2_status,set2_reject_reason,combined_slope,combined_intercept,combined_r2,combined_avg_err_ftlb,combined_max_err_ftlb,combined_shim_value,combined_shim_unit,combined_shim_torque_ftlb,combined_status,combined_reject_reason
L53751_2026-05-21_de49,2026-05-21,Steven,L53751,Canada,Imperial,Front,830E,0.0059,1.373,in,Fail,,,in,,-7575.757575757964,1140.6060606061146,0.9469696969697016,6.060606060606096,9.696969696967699,0.14465999999999943,in,44.69696969697179,Fail,R² < 0.95; Avg error > 5 ft-lb,-8593.749999999885,1279.687499999984,0.9453125000000029,6.187499999999818,9.062499999999545,0.14300909090909106,in,50.70312499999909,Fail,R² < 0.95; Avg error > 5 ft-lb,-8061.749571183896,1207.0325900515084,0.94725557461407,6.126929674099483,9.365351629500537,0.14382340425531867,in,47.56432246998497,Fail,R² < 0.95; Avg error > 5 ft-lb
