run_id,date_iso,mechanic_name,work_order,location,units,group,model,preload_ftlb,retainer_measured_value,retainer_measured_unit,calc_status,chosen_fit,chosen_shim_value,chosen_shim_unit,chosen_shim_torque_ftlb,set1_slope,set1_intercept,set1_r2,set1_avg_err_ftlb,set1_max_err_ftlb,set1_shim_value,set1_shim_unit,set1_shim_torque_ftlb,set1_status,set1_reject_reason,set2_slope,set2_intercept,set2_r2,set2_avg_err_ftlb,set2_max_err_ftlb,set2_shim_value,set2_shim_unit,set2_shim_torque_ftlb,set2_status,set2_reject_reason,combined_slope,combined_intercept,combined_r2,combined_avg_err_ftlb,combined_max_err_ftlb,combined_shim_value,combined_shim_unit,combined_shim_torque_ftlb,combined_status,combined_reject_reason
MA43212_2026-06-25_cff7,2026-06-25,Michael,MA43212,Mackay,Imperial,Front,930E,0.0106299212598425,1.48937007874016,in,Fail,,,in,,-11701.1235955059,517.6404494382147,0.944382022471931,6.157303370784996,9.21348314606513,0.0336086038025733,in,124.38202247191344,Fail,R² < 0.95; Avg error > 5 ft-lb,-11701.1235955059,517.6404494382147,0.944382022471931,6.157303370784996,9.21348314606513,0.0336086038025733,in,124.38202247191344,Fail,R² < 0.95; Avg error > 5 ft-lb,-11701.1235955059,517.6404494382147,0.944382022471931,6.157303370784996,9.21348314606513,0.0336086038025733,in,124.38202247191344,Fail,R² < 0.95; Avg error > 5 ft-lb
